id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
91136,Il,5.7,65000,1630.0,104.0,80.0,967
91137,Mo,3.9,55000,1320.0,101.0,75.0,718
91138,Nc,4.5,54000,1180.0,110.0,90.0,308
91139,Fl,5.5,55000,1450.0,115.0,85.0,986
91140,Il,5.0,65000,1610.0,102.0,95.0,120
91141,Tx,4.0,61000,1600.0,108.0,84.0,447
91142,Nj,5.5,82000,1990.0,137.0,117.0,865
91143,In,4.1,55000,1240.0,92.0,86.0,749
91144,Mo,3.8,55000,1380.0,90.0,83.0,938
91145,Mo,4.1,55000,1400.0,105.0,85.0,149
91146,Tx,3.9,61000,1320.0,105.0,85.0,330
91147,Tx,4.3,61000,1430.0,102.0,89.0,840
91148,Wi,3.9,60000,1210.0,99.0,93.0,856
91149,Ca,6.2,75000,2230.0,156.0,112.0,448
91150,Mo,4.2,55000,1390.0,92.0,80.0,398
91151,Nc,4.1,54000,1180.0,116.0,91.0,323
91152,In,4.4,55000,1330.0,103.0,84.0,791
91153,Fl,4.7,55000,1430.0,114.0,95.0,113
91154,Wi,3.8,60000,1460.0,99.0,83.0,713
91155,Ga,4.1,58000,1290.0,103.0,82.0,283
91156,Ga,4.2,58000,1340.0,105.0,88.0,696
91157,Ca,5.6,75000,1700.0,160.0,119.0,335
91158,Oh,5.0,56000,1290.0,84.0,66.0,686
91159,Ca,5.6,75000,1770.0,161.0,121.0,821
91160,Oh,4.7,56000,1350.0,90.0,75.0,834
91161,Tx,4.0,61000,1300.0,108.0,91.0,441
91162,Nc,4.1,54000,1120.0,101.0,84.0,167
91163,Mi,5.7,57000,1440.0,102.0,88.0,309
91164,Ga,4.3,58000,1330.0,114.0,90.0,622
91165,Va,4.2,74000,1870.0,127.0,109.0,764
91166,Il,5.5,65000,1410.0,100.0,87.0,582
91167,Ca,5.4,75000,1790.0,161.0,128.0,718
91168,Pa,4.4,61000,1530.0,96.0,80.0,322
91169,Az,4.7,58000,1420.0,117.0,89.0,321
91170,Va,4.2,74000,1560.0,132.0,98.0,836
91171,Va,3.8,74000,1790.0,126.0,110.0,747
91172,Fl,5.2,55000,1200.0,109.0,94.0,545
91173,Fl,5.5,55000,1270.0,107.0,89.0,611
91174,Tn,4.2,53000,1220.0,102.0,73.0,192
91175,Nc,4.4,54000,1310.0,106.0,85.0,589
91176,Az,4.8,58000,1330.0,108.0,87.0,345
91177,Az,4.7,58000,1580.0,113.0,93.0,886
91178,Mi,5.7,57000,1150.0,98.0,82.0,989
91179,Fl,5.4,55000,1210.0,117.0,87.0,375
91180,Ga,4.4,58000,1350.0,99.0,76.0,823
91181,Wi,4.5,60000,1380.0,97.0,85.0,371
91182,Mo,4.1,55000,1330.0,95.0,83.0,569
91183,Mo,4.5,55000,1580.0,107.0,86.0,929
91184,Pa,4.7,61000,1600.0,91.0,72.0,859
91185,Fl,4.0,55000,1310.0,122.0,89.0,240
91186,Tx,3.6,61000,1600.0,105.0,83.0,819
91187,Pa,4.8,61000,1460.0,100.0,85.0,109
91188,Tn,4.1,53000,1390.0,112.0,89.0,558
91189,Ca,5.3,75000,1760.0,159.0,123.0,686
91190,Wa,5.4,78000,2020.0,157.0,133.0,773
91191,Va,3.7,74000,1510.0,126.0,108.0,276
91192,Pa,4.9,61000,1650.0,93.0,84.0,605
91193,Pa,4.4,61000,1610.0,96.0,75.0,425
91194,Tn,4.5,53000,1270.0,102.0,83.0,434
91195,Tx,4.1,61000,1390.0,111.0,97.0,839
91196,Ca,5.7,75000,1670.0,158.0,116.0,684
91197,Fl,4.8,55000,1480.0,116.0,96.0,912
91198,Ny,4.8,72000,1610.0,142.0,116.0,682
91199,Pa,4.8,61000,1550.0,104.0,90.0,476
91200,Il,5.5,65000,1420.0,101.0,87.0,350
91201,Mi,5.5,57000,1510.0,88.0,80.0,932
91202,Ca,5.8,75000,1710.0,159.0,118.0,475
91203,Fl,4.8,55000,1410.0,115.0,95.0,994
91204,Ma,4.4,81000,2150.0,148.0,128.0,135
91205,Tx,3.7,61000,1530.0,100.0,93.0,907
91206,Wi,4.4,60000,1430.0,89.0,78.0,450
91207,Ca,6.0,75000,1720.0,163.0,129.0,890
91208,Ca,5.7,75000,1730.0,151.0,126.0,567
91209,Fl,5.1,55000,1330.0,111.0,94.0,710
91210,Ca,5.5,75000,1930.0,156.0,129.0,896
91211,Va,4.0,74000,1730.0,112.0,91.0,354
91212,Ny,5.0,72000,1730.0,142.0,113.0,497
91213,Ca,5.5,75000,1650.0,154.0,124.0,679
91214,Ny,5.3,72000,1670.0,132.0,114.0,211
91215,Il,5.1,65000,1800.0,93.0,75.0,484
91216,Ny,4.7,72000,1880.0,136.0,111.0,267
91217,Tn,3.9,53000,1200.0,104.0,85.0,732
91218,Va,3.8,74000,1840.0,121.0,107.0,386
91219,Nj,4.6,82000,2010.0,137.0,104.0,226
91220,Ca,5.3,75000,1780.0,158.0,116.0,206
91221,Va,4.2,74000,1720.0,127.0,100.0,979
91222,Fl,4.5,55000,1120.0,110.0,96.0,971
91223,Wi,3.9,60000,1420.0,103.0,80.0,158
91224,Oh,5.3,56000,1270.0,87.0,70.0,660
91225,Ca,5.7,75000,1660.0,164.0,120.0,611
91226,Nj,4.9,82000,1950.0,137.0,123.0,141
91227,Ga,4.2,58000,1250.0,103.0,74.0,572
91228,Az,4.4,58000,1180.0,112.0,89.0,991
91229,Oh,4.7,56000,1170.0,94.0,75.0,412
91230,Tx,4.0,61000,1370.0,112.0,98.0,785
91231,Tx,4.9,61000,1310.0,106.0,92.0,778
91232,Fl,4.9,55000,1320.0,101.0,77.0,122
91233,Md,4.6,84000,1950.0,140.0,114.0,967
91234,Tx,3.7,61000,1470.0,106.0,84.0,419
91235,Va,3.9,74000,1670.0,132.0,102.0,921
91236,Tx,5.2,61000,1760.0,100.0,83.0,388
91237,Tx,3.9,61000,1310.0,112.0,93.0,215
91238,Wa,4.6,78000,2150.0,162.0,134.0,954
91239,Tx,4.1,61000,1710.0,111.0,98.0,629
91240,Wi,4.1,60000,1570.0,93.0,76.0,581
91241,Mi,5.6,57000,1260.0,92.0,74.0,144
91242,Va,3.4,74000,1790.0,128.0,105.0,409
91243,Ga,3.8,58000,1240.0,99.0,81.0,341
91244,Nj,4.6,82000,2410.0,131.0,108.0,630
91245,Ga,3.9,58000,1470.0,102.0,79.0,228
91246,Fl,4.8,55000,1140.0,117.0,96.0,948
91247,Ma,4.9,81000,2000.0,144.0,121.0,240
91248,Ny,5.3,72000,2100.0,136.0,112.0,129
91249,Oh,4.5,56000,1220.0,92.0,67.0,347
91250,Md,4.5,84000,1960.0,119.0,103.0,481
91251,Tx,4.2,61000,1320.0,100.0,79.0,100
91252,Mo,4.1,55000,1340.0,101.0,84.0,707
91253,Ga,4.7,58000,1240.0,104.0,87.0,371
91254,Tx,3.5,61000,1420.0,108.0,90.0,190
91255,Tx,3.8,61000,1520.0,102.0,95.0,923
91256,Tn,4.1,53000,1320.0,104.0,90.0,446
91257,Nj,4.8,82000,1700.0,134.0,107.0,585
91258,Ca,5.3,75000,1650.0,155.0,125.0,615
91259,Nj,4.8,82000,1800.0,128.0,111.0,933
91260,Tn,4.4,53000,1260.0,106.0,82.0,293
91261,In,4.5,55000,1350.0,91.0,68.0,579
91262,Oh,4.3,56000,1420.0,94.0,79.0,363
91263,Ca,5.5,75000,1640.0,166.0,128.0,695
91264,Ca,5.7,75000,1990.0,158.0,128.0,231
91265,Pa,4.2,61000,1490.0,91.0,83.0,549
91266,Il,5.0,65000,1620.0,96.0,78.0,441
91267,Oh,4.7,56000,1520.0,82.0,79.0,690
91268,Wi,3.6,60000,1390.0,95.0,73.0,886
91269,Fl,5.1,55000,1130.0,118.0,99.0,795
91270,Ga,4.5,58000,1490.0,106.0,83.0,714
91271,Ca,5.4,75000,1750.0,160.0,126.0,300
91272,Ny,4.7,72000,1750.0,142.0,102.0,848
91273,Tx,4.0,61000,1240.0,115.0,96.0,121
91274,Fl,4.9,55000,1200.0,119.0,92.0,689
91275,Ca,5.4,75000,1950.0,161.0,125.0,394
91276,Az,4.1,58000,1350.0,113.0,98.0,427
91277,Fl,4.9,55000,1230.0,118.0,99.0,606
91278,Ca,5.7,75000,1740.0,163.0,128.0,868
91279,Tx,4.2,61000,1450.0,107.0,83.0,310
91280,Tx,4.1,61000,1260.0,99.0,87.0,898
91281,Tx,3.9,61000,1580.0,93.0,86.0,738
91282,Ca,5.6,75000,1650.0,164.0,125.0,791
91283,Pa,4.9,61000,1320.0,96.0,92.0,817
91284,Ma,4.0,81000,2230.0,148.0,122.0,243
91285,Wi,4.1,60000,1430.0,94.0,78.0,224
91286,In,4.9,55000,1190.0,97.0,73.0,326
91287,Ca,4.9,75000,1700.0,150.0,120.0,896
91288,Ca,4.6,75000,1670.0,168.0,140.0,870
91289,Ca,5.5,75000,1660.0,161.0,121.0,263
91290,Mo,4.3,55000,1240.0,105.0,85.0,536
91291,Ca,5.9,75000,1830.0,161.0,128.0,119
91292,Ny,4.8,72000,1740.0,145.0,116.0,960
91293,Mi,5.6,57000,1230.0,101.0,96.0,353
91294,Ma,3.7,81000,1900.0,154.0,122.0,206
91295,Wa,5.4,78000,1730.0,160.0,124.0,340
91296,Mi,5.7,57000,1340.0,101.0,71.0,157
91297,Ga,4.4,58000,1360.0,106.0,86.0,335
91298,Az,4.7,58000,1380.0,123.0,100.0,387
91299,Fl,4.9,55000,1270.0,104.0,78.0,712
91300,Fl,4.8,55000,1460.0,110.0,90.0,533
91301,Ga,3.9,58000,1290.0,105.0,82.0,427
91302,Pa,3.7,61000,1380.0,97.0,86.0,649
91303,Ca,5.7,75000,1780.0,161.0,130.0,937
91304,Wa,4.9,78000,1740.0,155.0,139.0,367
91305,Ga,4.3,58000,1270.0,110.0,87.0,549
91306,Ca,5.7,75000,1490.0,156.0,121.0,477
91307,Wi,4.2,60000,1410.0,92.0,70.0,308
91308,Nj,4.7,82000,1980.0,146.0,131.0,224
91309,Az,5.1,58000,1450.0,113.0,93.0,676
91310,Ca,6.1,75000,1600.0,162.0,129.0,473
91311,Il,5.3,65000,1450.0,114.0,90.0,723
91312,Tx,4.4,61000,1300.0,114.0,94.0,100
91313,Fl,4.9,55000,1270.0,115.0,88.0,202
91314,Ma,4.7,81000,1800.0,147.0,115.0,214
91315,Ga,3.6,58000,1260.0,106.0,88.0,280
91316,Oh,4.8,56000,1320.0,83.0,59.0,200
91317,Fl,5.1,55000,1420.0,108.0,77.0,632
91318,Tx,4.2,61000,1350.0,110.0,98.0,602
91319,Nj,5.3,82000,2050.0,136.0,105.0,246
91320,Il,4.8,65000,1620.0,103.0,98.0,817
91321,Tx,4.0,61000,1330.0,113.0,89.0,419
91322,Fl,5.2,55000,1500.0,116.0,78.0,719
91323,Md,4.5,84000,2000.0,137.0,120.0,942
91324,Tx,4.6,61000,1400.0,103.0,97.0,513
91325,Fl,4.9,55000,1350.0,111.0,90.0,138
91326,In,4.3,55000,1410.0,102.0,84.0,758
91327,Ca,5.6,75000,1750.0,166.0,121.0,445
91328,Ny,4.9,72000,1710.0,139.0,113.0,573
91329,Oh,4.9,56000,1220.0,93.0,82.0,857
91330,Ny,5.4,72000,1790.0,136.0,114.0,215
91331,Tn,3.8,53000,1050.0,105.0,99.0,410
91332,Md,4.3,84000,2040.0,122.0,105.0,369
91333,Wi,3.8,60000,1160.0,103.0,85.0,337
91334,Oh,4.5,56000,1490.0,92.0,82.0,698
91335,Fl,4.5,55000,1460.0,113.0,86.0,859
91336,Oh,4.9,56000,1400.0,90.0,87.0,472
91337,Tx,4.5,61000,1230.0,101.0,88.0,876
91338,Ca,5.1,75000,1580.0,160.0,119.0,969
91339,Tx,3.7,61000,1280.0,106.0,94.0,973
91340,Ca,5.4,75000,1730.0,157.0,122.0,961
91341,Mi,6.0,57000,1420.0,91.0,78.0,135
91342,Md,4.4,84000,2410.0,128.0,107.0,227
91343,Oh,5.2,56000,1210.0,87.0,72.0,368
91344,Wi,4.5,60000,1600.0,103.0,75.0,586
91345,Ca,5.5,75000,1820.0,162.0,123.0,974
91346,Il,5.0,65000,1390.0,103.0,95.0,333
91347,Tx,4.7,61000,1600.0,108.0,82.0,502
91348,Il,5.3,65000,1430.0,111.0,95.0,785
91349,Tx,4.3,61000,1210.0,106.0,88.0,938
91350,Tn,3.5,53000,1320.0,108.0,87.0,393
91351,Nc,4.5,54000,1190.0,110.0,87.0,816
91352,Ny,4.9,72000,1710.0,138.0,112.0,548
91353,Pa,3.9,61000,1360.0,94.0,79.0,940
91354,Ca,5.2,75000,1730.0,151.0,120.0,430
91355,In,4.4,55000,1380.0,97.0,74.0,832
91356,Tx,4.7,61000,1310.0,108.0,87.0,886
91357,Mi,5.4,57000,1280.0,97.0,83.0,454
91358,Ny,4.0,72000,1920.0,139.0,109.0,507
91359,Wi,4.9,60000,1480.0,100.0,81.0,770
91360,Ny,4.5,72000,1670.0,142.0,114.0,684
91361,Tx,4.3,61000,1360.0,103.0,96.0,364
91362,Ny,5.0,72000,1620.0,145.0,113.0,870
91363,Ga,4.2,58000,1380.0,104.0,81.0,188
91364,Ma,4.1,81000,1670.0,145.0,129.0,928
91365,Ca,5.5,75000,1950.0,159.0,128.0,643
91366,Ga,3.9,58000,1270.0,107.0,79.0,449
91367,Ca,5.2,75000,1680.0,163.0,125.0,938
91368,Ca,5.7,75000,1750.0,158.0,121.0,706
91369,Tx,4.3,61000,1640.0,109.0,88.0,814
91370,Fl,4.9,55000,1340.0,114.0,85.0,733
91371,Ny,4.8,72000,1730.0,141.0,115.0,788
91372,Ny,4.8,72000,1560.0,139.0,117.0,979
91373,Il,5.4,65000,1690.0,105.0,84.0,194
91374,Tx,4.2,61000,1300.0,106.0,98.0,823
91375,Md,4.8,84000,2290.0,130.0,108.0,738
91376,Nc,4.8,54000,1100.0,117.0,91.0,521
91377,Tx,4.1,61000,1860.0,114.0,97.0,328
91378,Tx,4.3,61000,1560.0,102.0,89.0,284
91379,Mi,6.0,57000,1470.0,98.0,82.0,807
91380,Tx,4.5,61000,1310.0,110.0,88.0,601
91381,In,3.8,55000,1200.0,87.0,77.0,398
91382,Oh,5.4,56000,1160.0,86.0,74.0,803
91383,Wa,5.1,78000,1900.0,161.0,136.0,606
91384,Il,4.5,65000,1350.0,104.0,89.0,206
91385,Nj,5.1,82000,1850.0,134.0,110.0,192
91386,Ma,4.4,81000,1900.0,147.0,126.0,107
91387,Fl,4.6,55000,1470.0,108.0,85.0,335
91388,Wi,4.2,60000,1340.0,98.0,84.0,122
91389,Ca,5.7,75000,1800.0,153.0,118.0,682
91390,Wi,4.2,60000,1820.0,96.0,86.0,802
91391,Pa,4.4,61000,1410.0,98.0,75.0,784
91392,Fl,5.1,55000,1240.0,120.0,93.0,692
91393,Nj,5.3,82000,1970.0,137.0,108.0,680
91394,Nc,4.2,54000,1190.0,105.0,84.0,524
91395,Tn,4.1,53000,1250.0,98.0,73.0,203
91396,Ca,5.6,75000,1680.0,163.0,130.0,751
91397,Ny,4.9,72000,1690.0,149.0,117.0,228
91398,Il,5.5,65000,1500.0,109.0,89.0,677
91399,Tx,3.8,61000,1690.0,104.0,92.0,870
91400,Ca,4.8,75000,2270.0,156.0,123.0,874
91401,Ny,5.4,72000,1820.0,144.0,112.0,894
91402,Ny,5.3,72000,2140.0,137.0,108.0,326
91403,Ma,4.4,81000,1750.0,143.0,114.0,335
91404,Ca,5.3,75000,2010.0,164.0,132.0,307
91405,Tn,3.8,53000,1140.0,94.0,76.0,774
91406,Il,5.0,65000,1450.0,93.0,82.0,474
91407,Tn,4.2,53000,1170.0,110.0,86.0,766
91408,Ga,4.6,58000,1540.0,108.0,89.0,161
91409,Tx,4.1,61000,1470.0,102.0,82.0,322
91410,Ga,4.4,58000,1270.0,102.0,82.0,496
91411,Wi,4.8,60000,1400.0,104.0,89.0,770
91412,Ny,5.1,72000,1660.0,136.0,101.0,664
91413,Il,4.7,65000,1640.0,97.0,88.0,155
91414,Ny,5.3,72000,1610.0,142.0,113.0,660
91415,Nc,4.1,54000,1060.0,106.0,88.0,180
91416,Ny,5.1,72000,1520.0,145.0,118.0,346
91417,Mo,4.6,55000,1120.0,107.0,87.0,824
91418,Fl,4.9,55000,1320.0,109.0,82.0,975
91419,Ca,5.3,75000,1900.0,152.0,129.0,689
91420,Va,4.2,74000,2010.0,130.0,103.0,813
91421,Mo,4.3,55000,1310.0,86.0,84.0,545
91422,Mo,4.0,55000,1170.0,94.0,81.0,655
91423,Tx,4.3,61000,1450.0,104.0,79.0,717
91424,Ma,4.8,81000,2250.0,145.0,119.0,589
91425,In,4.0,55000,1310.0,98.0,78.0,487
91426,Tx,4.2,61000,1760.0,91.0,90.0,600
91427,Ca,5.1,75000,2020.0,162.0,126.0,173
91428,Nc,4.2,54000,1210.0,110.0,82.0,963
91429,Fl,5.0,55000,1430.0,118.0,88.0,810
91430,Va,4.7,74000,1740.0,128.0,109.0,746
91431,Mi,5.3,57000,1530.0,97.0,83.0,953
91432,Ca,5.7,75000,1670.0,158.0,130.0,953
91433,Ny,5.4,72000,1410.0,142.0,106.0,402
91434,Ca,5.5,75000,1920.0,158.0,127.0,343
91435,Ca,5.3,75000,1610.0,155.0,121.0,309
91436,Wi,3.7,60000,1300.0,100.0,81.0,483
91437,Az,4.8,58000,1720.0,126.0,104.0,204
91438,Pa,4.4,61000,1470.0,98.0,79.0,507
91439,Wi,4.2,60000,1650.0,104.0,82.0,860
91440,Ga,3.4,58000,1500.0,112.0,97.0,654
91441,Wi,3.5,60000,1480.0,94.0,82.0,204
91442,Nc,3.8,54000,1620.0,102.0,82.0,328
91443,Mi,6.2,57000,1460.0,87.0,63.0,796
91444,Tx,4.3,61000,1320.0,103.0,78.0,810
91445,Tx,4.1,61000,1500.0,106.0,89.0,218
91446,Ny,4.9,72000,1660.0,140.0,108.0,664
91447,Nj,5.1,82000,1790.0,132.0,114.0,630
91448,Az,4.5,58000,1360.0,109.0,91.0,581
91449,In,4.3,55000,1280.0,94.0,81.0,789
91450,Mo,3.6,55000,1700.0,96.0,83.0,394
91451,Pa,3.9,61000,1340.0,94.0,86.0,744
91452,Pa,4.7,61000,1560.0,87.0,73.0,167
91453,Ny,5.3,72000,1590.0,138.0,111.0,457
91454,Ny,5.1,72000,1790.0,140.0,123.0,588
91455,Ny,5.0,72000,1620.0,133.0,105.0,691
91456,Fl,5.0,55000,1170.0,113.0,84.0,893
91457,Ma,4.5,81000,1970.0,142.0,116.0,868
91458,Nc,4.0,54000,1110.0,106.0,97.0,346
91459,Nc,4.6,54000,1220.0,109.0,86.0,230
91460,Ny,5.1,72000,1690.0,140.0,115.0,245
91461,Il,5.5,65000,1450.0,99.0,75.0,434
91462,Il,5.5,65000,1560.0,102.0,91.0,985
91463,Ny,5.3,72000,1720.0,147.0,116.0,968
91464,Nc,4.9,54000,1220.0,119.0,91.0,680
91465,Oh,4.4,56000,1280.0,91.0,74.0,542
91466,Mi,5.1,57000,1370.0,94.0,80.0,311
91467,Ca,5.2,75000,2060.0,161.0,123.0,893
91468,Mi,5.5,57000,1310.0,95.0,68.0,256
91469,Pa,4.9,61000,1460.0,100.0,81.0,828
91470,Tx,4.1,61000,1340.0,99.0,82.0,188
91471,Fl,4.5,55000,1100.0,117.0,97.0,522
91472,Fl,4.6,55000,1230.0,115.0,84.0,524
91473,Fl,4.6,55000,1090.0,115.0,93.0,666
91474,Ca,5.8,75000,1750.0,162.0,127.0,801
91475,Tx,4.3,61000,1300.0,108.0,86.0,138
91476,Nj,5.2,82000,1810.0,139.0,116.0,557
91477,Wa,4.8,78000,1610.0,150.0,119.0,739
91478,Ca,5.6,75000,1600.0,159.0,119.0,601
91479,Wi,4.7,60000,1530.0,105.0,87.0,908
91480,Ca,5.9,75000,1640.0,155.0,122.0,898
91481,Ga,4.2,58000,1400.0,105.0,90.0,211
91482,Il,5.2,65000,1730.0,89.0,80.0,478
91483,Ny,4.9,72000,1740.0,135.0,109.0,314
91484,Nj,5.1,82000,1700.0,135.0,122.0,131
91485,Fl,4.5,55000,1250.0,115.0,90.0,529
91486,Tx,3.7,61000,1410.0,101.0,82.0,812
91487,Oh,5.0,56000,1250.0,85.0,75.0,823
91488,Tx,4.4,61000,1850.0,98.0,82.0,212
91489,Tn,4.1,53000,1130.0,104.0,86.0,859
91490,Ga,4.0,58000,1200.0,100.0,83.0,884
91491,Nj,5.1,82000,2140.0,132.0,103.0,830
91492,Fl,4.7,55000,1250.0,109.0,87.0,688
91493,Pa,4.7,61000,1310.0,93.0,84.0,987
91494,Pa,4.7,61000,1360.0,89.0,83.0,594
91495,Il,5.1,65000,1680.0,105.0,82.0,520
91496,Tx,4.4,61000,1510.0,107.0,98.0,587
91497,Va,4.1,74000,1710.0,119.0,105.0,262
91498,Ny,4.6,72000,1690.0,148.0,117.0,875
91499,Va,4.0,74000,1720.0,126.0,105.0,294
91500,Ga,4.1,58000,1260.0,103.0,81.0,194
91501,Tx,3.9,61000,1330.0,112.0,89.0,134
91502,Tx,4.1,61000,1260.0,100.0,88.0,634
91503,Ga,4.0,58000,1470.0,113.0,87.0,348
91504,Tx,4.1,61000,1360.0,102.0,84.0,160
91505,Wi,4.5,60000,1430.0,97.0,80.0,550
91506,Mo,4.1,55000,1260.0,95.0,80.0,523
91507,Tx,4.5,61000,1460.0,110.0,84.0,304
91508,Ca,5.8,75000,1790.0,157.0,117.0,930
91509,Ny,4.9,72000,1710.0,137.0,108.0,973
91510,Fl,5.0,55000,1210.0,110.0,94.0,775
91511,Ca,5.6,75000,1800.0,154.0,120.0,776
91512,Wi,4.4,60000,1720.0,101.0,91.0,581
91513,Fl,4.6,55000,1420.0,109.0,79.0,201
91514,Mi,5.5,57000,1180.0,103.0,77.0,164
91515,Ny,4.7,72000,1700.0,146.0,113.0,385
91516,Ny,5.0,72000,2120.0,131.0,110.0,667
91517,Ma,4.0,81000,1880.0,140.0,118.0,231
91518,Ma,3.9,81000,1750.0,146.0,112.0,375
91519,Ca,6.1,75000,1660.0,162.0,129.0,772
91520,Tx,4.5,61000,1440.0,94.0,83.0,292
91521,Va,3.8,74000,1970.0,124.0,106.0,180
91522,Md,4.2,84000,2110.0,125.0,109.0,864
91523,Ca,5.6,75000,1990.0,151.0,125.0,413
91524,Wi,3.8,60000,1390.0,107.0,85.0,665
91525,Ny,4.3,72000,1660.0,143.0,124.0,809
91526,Tn,4.2,53000,1180.0,106.0,81.0,782
91527,Tx,4.4,61000,1540.0,113.0,86.0,916
91528,Il,5.0,65000,1500.0,98.0,79.0,951
91529,Ny,5.1,72000,1630.0,142.0,112.0,620
91530,Nc,4.2,54000,1310.0,102.0,87.0,899
91531,Tx,4.0,61000,1850.0,101.0,83.0,265
91532,Mi,5.6,57000,1290.0,88.0,62.0,490
91533,Ca,4.9,75000,1600.0,160.0,127.0,682
91534,Ca,5.5,75000,2070.0,155.0,130.0,113
91535,Ca,5.0,75000,1650.0,164.0,129.0,956
91536,Fl,4.4,55000,1310.0,112.0,80.0,415
91537,Md,4.7,84000,1850.0,139.0,117.0,787
91538,Mo,4.0,55000,1420.0,98.0,78.0,548
91539,Nj,5.3,82000,1790.0,148.0,125.0,175
91540,Oh,4.4,56000,1480.0,97.0,73.0,442
91541,Md,4.1,84000,2250.0,120.0,106.0,401
91542,Wa,4.6,78000,1990.0,152.0,127.0,560
91543,Ca,5.7,75000,1790.0,151.0,121.0,899
91544,Ny,5.2,72000,1830.0,142.0,115.0,729
91545,Fl,4.6,55000,1520.0,117.0,92.0,136
91546,Ca,5.2,75000,1700.0,154.0,118.0,341
91547,Ca,5.6,75000,1640.0,162.0,128.0,884
91548,Tx,4.0,61000,1510.0,105.0,87.0,672
91549,Mo,4.3,55000,1210.0,93.0,75.0,915
91550,Md,3.9,84000,1810.0,119.0,107.0,118
91551,Pa,4.9,61000,1730.0,100.0,85.0,302
91552,Ny,5.0,72000,1660.0,141.0,116.0,176
91553,Ca,5.3,75000,1780.0,164.0,131.0,422
91554,Wa,5.1,78000,1920.0,151.0,128.0,688
91555,Wi,4.4,60000,1370.0,105.0,87.0,668
91556,Tn,4.7,53000,1160.0,110.0,88.0,574
91557,Mi,5.4,57000,1550.0,96.0,73.0,970
91558,Fl,5.2,55000,1280.0,111.0,87.0,353
91559,Fl,5.2,55000,1410.0,110.0,87.0,990
91560,Oh,4.7,56000,1330.0,87.0,76.0,447
91561,Oh,4.8,56000,1270.0,94.0,73.0,415
91562,Il,5.0,65000,1650.0,105.0,93.0,244
91563,Ca,5.9,75000,1750.0,160.0,128.0,397
91564,Md,4.3,84000,1940.0,136.0,109.0,323
91565,Tx,4.7,61000,1450.0,106.0,86.0,179
91566,Ny,5.4,72000,1630.0,138.0,120.0,443
91567,Mi,5.7,57000,1410.0,92.0,78.0,588
91568,Mi,5.5,57000,1550.0,101.0,83.0,595
91569,Ca,5.2,75000,2160.0,160.0,121.0,762
91570,Md,4.3,84000,2130.0,137.0,113.0,823
91571,In,4.4,55000,1140.0,90.0,74.0,138
91572,Ca,5.6,75000,2300.0,168.0,134.0,368
91573,Oh,4.3,56000,1280.0,92.0,76.0,352
91574,Fl,4.7,55000,1360.0,116.0,89.0,217
91575,Ca,5.4,75000,1910.0,170.0,131.0,555
91576,Tx,4.0,61000,1590.0,105.0,83.0,637
91577,Ca,5.4,75000,2230.0,166.0,134.0,491
91578,Md,4.1,84000,1870.0,130.0,114.0,912
91579,Md,4.6,84000,1770.0,137.0,108.0,597
91580,Ca,5.5,75000,1780.0,165.0,134.0,845
91581,Il,5.3,65000,1430.0,103.0,82.0,389
91582,Ca,5.6,75000,1880.0,158.0,128.0,537
91583,Ma,4.2,81000,1950.0,146.0,121.0,683
91584,Tx,4.1,61000,1240.0,103.0,86.0,413
91585,Ny,4.9,72000,1890.0,142.0,120.0,380
91586,Fl,4.4,55000,1350.0,118.0,96.0,350
91587,Mo,4.3,55000,1490.0,102.0,88.0,788
91588,Ca,5.1,75000,1830.0,164.0,132.0,836
91589,In,4.0,55000,1630.0,96.0,82.0,237
91590,Mo,4.6,55000,1320.0,91.0,79.0,369
91591,Tx,4.5,61000,1430.0,101.0,79.0,513
91592,Wi,4.1,60000,1420.0,98.0,73.0,742
91593,Ca,6.0,75000,1810.0,160.0,125.0,572
91594,Wi,4.1,60000,1540.0,99.0,82.0,708
91595,Tx,4.6,61000,1450.0,109.0,88.0,722
91596,Ny,5.3,72000,1710.0,137.0,117.0,277
91597,Il,5.3,65000,1550.0,94.0,87.0,603
91598,Tx,4.2,61000,1450.0,101.0,83.0,261
91599,Fl,5.0,55000,1330.0,118.0,102.0,554
91600,Tx,4.0,61000,1310.0,103.0,88.0,573
91601,Ny,4.6,72000,1730.0,137.0,106.0,892
91602,Ca,6.3,75000,1390.0,158.0,134.0,589
91603,Ca,5.3,75000,1860.0,152.0,120.0,734
91604,Fl,4.6,55000,1510.0,116.0,99.0,930
91605,Tx,4.4,61000,1560.0,107.0,85.0,343
91606,Nc,4.4,54000,1320.0,114.0,93.0,989
91607,Ma,4.1,81000,2190.0,144.0,117.0,151
91608,Ma,4.1,81000,2000.0,137.0,116.0,784
91609,Tx,4.5,61000,1650.0,103.0,96.0,882
91610,Ny,5.2,72000,1800.0,140.0,115.0,701
91611,Tx,4.6,61000,1330.0,98.0,79.0,130
91612,Ma,4.7,81000,1700.0,135.0,110.0,338
91613,Ca,5.8,75000,2400.0,162.0,130.0,460
91614,Ca,5.3,75000,1890.0,162.0,133.0,288
91615,Tx,4.8,61000,1480.0,107.0,81.0,966
91616,Fl,4.1,55000,1310.0,118.0,94.0,488
91617,Tn,3.9,53000,1130.0,97.0,77.0,577
91618,Va,3.9,74000,1610.0,128.0,107.0,232
